,Number,Store,Address,Review_score,Review_counts,ID,Date,Review_text
0,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,똘똘최군,23.12.24.일,여기 딸기 케이크 시트가... 진짜 촉촉하면서 부드러 워요!! 보통 과일이 들어간 케이크는 먹지 말라는데... 무조건 먹어요!!! 두 번 먹어!! 세 번 먹어!! 그리...
1,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,응한입만,1.27.토,잊을만하면 생각나고 신메뉴가 생기면 달려가서 사먹 어요! 제가 집이 하남인데.. 코운코운 덕분에 요까지 달려와서 사먹습니당🥹 여기보다 더 맛있는 ...
2,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,토론토토로,23.12.9.토,빵모임을 하고있는데 한 분이 가보고 싶다고 하셔서 처음 방문했어요!! 우선 첫번째로 눈이 즐겁고 케익과 산도가 너무 맛있더라구요!! 코운코운 캐릭터...
3,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,에슝,23.10.28.토,10월에 무화과 시즌 끝이라는 공지보고 달려감ㅜ 항 상 맛있는 코운코운이지만 제 철 과 일 미 쳤 다 무화 과 맛있는 곳 찾기 힘들거든요 근데 진짜 맛있...
4,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,RoyalMilkTea 로얄밀크티,23.7.7.금,"쉬폰산도는 퐁신한 빵의 촉촉한 식감이 매력적으로 산도 종류에 따라 개성있는 다양한 크림, 토핑이 들어 있어 고르는 재미가 있네요! 시오바닐라쉬폰산..."
5,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,소피7796,23.11.18.토,"코운코운 드디어 입성! ㅠㅠ 역시 인기있는 맛은 한개씩밖에 안남아서 제가 쓸어왔습니다..
넘 맛있어요!!"
6,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,yw****,23.10.28.토,"주말에 기회가 잘 없었지만 방문 했습니다! 
로고? 캐릭터? 정말 귀여워요ㅋㅋ 디저트도 다음에 또 먹어보고 싶운 비주얼&맛이였습니당!"
7,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,hsm1025,1.6.토,코운코운
8,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,별바라기255,23.12.2.토,맛있어요
9,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,에슝,23.4.15.토,시오바닐라 산도는 받자마자 꺼내먹어서 사진이 없고 친구가 샀던 금귤산도로!! ☁️진 짜 폭 신 말 랑☁️ 시 오바닐라산도는 쉬폰에 크림 그리고 아~주 부...
10,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,에슝,23.5.6.토,1)쑥라즈베리쉬폰산도 2)솔티카라멜쉬폰산도 홍대 상수 합정 망원 하여튼 이 근처 온다하면 첫번째로 방 문하는 곳 왜냐면 3시만 넘어가면 거의 다 팔렸...
11,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,gom****,23.11.25.토,좋아요맛이
12,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,주로상수연남마포,23.7.21.금,쉬폰 폭신하고 맛있어요
13,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,슈2861,23.3.18.토,쉬폰 맛집 코운코운 .. 💗 먹느라 바빠 사진은 없지만 .... 예약도 돼서 편하게 구매 가능해서 좋아요🫶🏻
14,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,sle****,23.1.14.토,크림이 튀지않고 적당히 달아서 딸기랑 조화가 좋아요
15,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,나8578,23.4.22.토,오늘도 순삭예정
16,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,해피데이6526,23.3.11.토,모든 메뉴를 먹어보지는 못했지만 항상 구매할때마다 입이 황홀해요! 쉬폰산도 진짜 최고예요!!
17,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,윤짱8078,23.1.31.화,케익 넘 보들보들 야들야들 퐁신퐁신 맛있어요
18,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,해차니여친,23.2.25.토,매장이 쾌적하고 캐릭터가 귀여워요
19,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,딩9rr,23.3.31.금,바나나푸딩 최고… ♡⃛
20,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,솔나무60,23.1.14.토,넘 맛있고 친절해서 좋았어요~ 매장 안에서 못 먹는 게 넘 아쉬웠어요ㅠㅠ
21,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,YCORGI,22.10.7.금,🍒후르츠스퀘어(홀케이크) 57000원🍒 케이크가 이 렇게 무거운거 처음봤어요ㅎㅎ 케이크 속 까지 과일 로 꼭꼭 차있어서 그런가봐요😄😄 크림도 느...
22,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,별바라기255,22.9.30.금,"너무 맛있어요
부드럽고 촉촉하고 달지 않고^^"
23,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,dud****,22.9.3.토,다 좋아하는 메뉴들이라 고민하면서 사장님께 추천부 탁드렸는데 정말 친절하시고 빵순이끼리 통하는 느낌 이라 기분까지 좋았습니다ㅋㅋ💗 무화과 톡톡...
24,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,블루어게인,22.10.28.금,맛있어요. 매장도 깔끔하네요
25,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,fly****,22.12.24.토,구웃~~
26,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,tld****,23.2.1.수,맛있어요
27,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,체리쥬빌레9691,22.10.22.토,빵이보들보들해서 맛있어요
28,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,ssm****,22.12.10.토,좋아요
29,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,나8578,22.4.23.토,이정도 퀄리티의 케이크를 내놓는곳이 과연 얼마나 있을까싶네요 후르츠케이크 과일과 시트의 조화가 정 말 최고였습니다 다른것도 다 맛있지만 시오바...
30,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,dqvp,22.8.5.금,"예약 안하면 구입 힘들어요.. 몰랐어요😇 12시 오픈
이라 금요일 12:20쯤 방문했는데 케이크류는 다 나갔
고 산도 일부 종류만 남아있었어요. 구입하실 ..."
31,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,굠앨리슈,22.5.14.토,인기가 어마어마!! 오픈하고 겨우 1시간 지났는데 품절이...!! 예약한 부지런쟁이는 집에서 캡슐커피 한 잔과 뇸뇸~ 행복해요♡
32,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,hgy****,22.7.22.금,"산도 종류도 다양하고 다 너무 맛있어요🥹
상수 근처에 오시면 꼭 들려야되는 맛집입니다!!🤤🤤"
33,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,방콕놀이지존87,22.10.7.금,맛있게 잘 먹었습니다~
34,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,현우사랑41,22.7.1.금,디저트 너무 맛있고!!보냉백 이벤트 너무 좋아요^^
35,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,홍성새럼,22.7.29.금,"쉬폰으로 만들어서 너무 부드럽구 맛있었습니다
멀리서간보람이 있어요❣️사장님도 너무 친절하셨어요!"
36,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,쩨디쩨디,22.10.29.토,굿
37,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,kiw****,22.7.1.금,"바닐라쉬폰샌드가 맛도리이니까 꼭 드세요 다섯개 드
세요 아 솔티카라멜도 맛있습니다 점원분도 친절하세
요 생각보다 크기가 작아서 몇개고 먹을 수 있네요"
38,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,나8578,22.5.27.금,눈물흘리면서 먹은 초당옥수수 쉬폰 짱 맛 ㅠ 시오바닐라는 그냥 보증된 맛 : )
39,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,012947747292,21.12.17.금,진짜 넘모 마싯고 쉬폰 너무 부드럽고 퐁신퐁신한데 이런 쉬폰 아마 다들 처음먹어보실거에여 솔티카라 멜 정말 제 최애고 집앞에 있다면 매일매일 먹...
40,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,정정89,22.7.1.금,대존맛.그자체
41,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,나8578,22.3.26.토,전부 다 맛있었어요 특히나 이번에 출시한 시오바닐 라는 크리미함 뒤에 오는 솔티함 거기에 한번 더 크런 치인지 식감까지 느낄 수 있는 디저트였는데 ...
42,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오기23,21.12.17.금,사진못찍는 똥손이라 이 예쁨을 어찌 다 담아야할지.. .ㅜㅜㅎㅎ 진짜 모든 메뉴를 다 먹어봤지만 모든 메뉴 가 다 맛있습니다! 그저 조금 더 내취향에 맞고 ...
43,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,dms****,22.4.16.토,여기빵 너무 좋고 맛잇어요..! 집에서 거리가 먼데도 일부러 찾아와요 ㅎㅎㅎㅎㅎㅎ 곧 옥수수도 나온다는데 기대됩니당 >.<
44,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,dms****,22.4.16.토,여기는 진짜 짱! 어버이날 케이크도 예약햇엇는데 넘 맛잇음 ㅠㅠ
45,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,pomelo0317,22.5.7.토,산도 맛있어요 :)
46,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,유리현달,21.10.16.토,기대가 너무 큰 탓인지 저희 집 입맛엔 별로 였어요. 이거 합한 가격이면 케이크 한판 사먹을 수 있는데 아 깝다는 생각이 들었습니다. 그래도 제일 괜찮...
47,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,dms****,22.3.18.금,진짜너무너ㅜ 맛있음 .... 이번주에 또 먹고싶다 ..
48,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,날구쨔응,22.6.6.월,맛잇어요
49,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오기23,21.10.9.토,"가오픈때부터 거의 매주 가다시피 하고있어요!수원에 서, 건대에서, 중화에서! 어디서든 항상 찾아가는 코 운코운♡쉬폰산도 너무 촉촉하고 부드럽고 맛..."
50,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,sun깨비,21.10.9.토,빵이 진짜 부드러워요~ 솔티드캬라멜 추천해주셔서 사왔는데 가족들이 제일 맛있다고 하네요~ 사진에 있 는거 말구 하얀 롤케이크도 부드럽고 진짜 맛...
51,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,Incheon hotbari,22.1.22.토,맛도 비쥬얼도 이쁘네요
52,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,AB40,21.12.24.금,크리스마스 시즌때 딸기스퀘어 2종 먹었는데 시트도 부드럽고 크림 진짜 너무 맛있었습니다 👍🏻👍🏻
53,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,flowerdori,22.2.12.토,쉬폰이 부들부들 맛있는데 가격이 쫌 비싸다
54,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,lemontea43,21.10.29.금,"쉬폰이라 왕 촉촉 
많이 달지않아 딱 적당한 단맛"
55,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,먹쉬둥나나,21.9.18.토,흑임자한개만 남아서 흑임자만 구매했어요ㅎㅎㅎ 다 행히 흑임자는 무조건 살생각이였는데 운좋았던거같 아요~ 흑임자쉬폰 고소하구 많이 안달구 빵도 ...
56,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오 예,21.11.5.금,넘 친절하시고 매장도 청결하고 귀여워요! 예약을 안하고가서ㅠ 발로나초코 먹어봤는데 넘맛있어요 담엔 예약하고갈게요~~!
57,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,다람이534,21.10.16.토,마감이 6시인줄 모르고 늦게갔어요 ㅠ 사장님께서 친 절하게 맞이해 주셔서 감사했습니다. 어떻게 쉬폰 케 익을 샌드 형식으로 만들 생각 하셨는지 너무 ...
58,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,sin****,22.3.26.토,..
59,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,yur****,22.4.9.토,굿
60,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,요롱이1914,22.4.2.토,굿
61,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오기23,21.10.30.토,멀어도 거의 매주 방문하는 쉬폰산도 맛집! 사장님 저 매주 보고싶어서 신메뉴 계속 나오는거죠?ㅠㅠ... 단 호박쉬폰산도도 성공적💕 어쩜 이렇게 하나도...
62,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,뚜2636,21.7.10.토,친구가 맛있다해서 토요일에 미리 예약하고 오늘 찾 아갔어요!! 매장 진짜 깔끔하고 사장님 진짜 친절하세 요🥰 (베이킹 하시는 모습이 다 보임) 아기자...
63,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,여쑤41,21.12.17.금,크림은 부드럽고 느끼하지않고 빵은 촉촉폭신한게 진짜 너무 맛있어요ㅜㅠ 다음엔 좀더 빨리다서 다른 맛도 먹어보고싶어요!
64,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,호로록395,21.9.11.토,예약 픽업 갔는데 다들 엄청 친절하시고 설명도 잘 해주셨어요! 쉬폰 산도 정말 맛있었습니다👍
65,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,s봉봉s,21.6.26.토,"매장 깔끔하고 예뻐요. 사장님 친절하세요~ 맛도 최
고!!! 망고케이크 너무 맛있어요 산도,롤 다~ 맛있어
요. 다음에 클래스도 가야겠어요^^"
66,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오기23,21.10.23.토,"정말 한달에 두세번씩 가지만 질리지 않아요!
집앞이였다면 매주 먹었을텐데ㅠㅠ...
사장님 2호점은 안나오나요ㅜㅜ!!"
67,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,gon****,22.4.9.토,그저 맛있다는 말밖엔... :)
68,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,설은화,21.10.23.토,매 시즌별로 바뀌는 메뉴때문에 계속 새로운 맛을 먹어볼수있어서 좋아용!!
69,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,오늘하루77,21.11.6.토,그냥 무난무난
70,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,겨 울 아 침,21.8.28.토,빵 자체가 보들보들 맛있고 특히 롤케이크가 엄청 맛있어여 우유크림맛 미쳤어요ㅠㅠ
71,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,라이올리프,21.11.6.토,기대가 많이 컸었던걸로...
72,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,gon****,22.1.15.토,이번 신제품도 입맛저격! 다 맛있어요~
73,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,나8578,21.9.18.토,추석에 가족들하고 먹으려고 구입했는데 하나하나 개성있음 완전 보들보들ㅠㅠ😍😍짱 맛입니다
74,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,라온2571,21.10.16.토,좋아요.
75,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,현정7712,21.11.13.토,굿
76,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,느루5154,21.9.18.토,엄청 친절하세요!!
77,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,김정민8745,22.6.3.금,맛있어요
78,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,윤이8527,21.10.2.토,좋아요
79,1,코운코운,서울 마포구 와우산로3길 16 석진스토리 104호, 4.66, 127,하이 HI 하이,21.9.4.토,JMT & 힐링❤
80,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,악당경선,3.11.월,빵이 맛있는 카페! 몽블랑 정말 맛있음
81,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,lio****,3.12.화,"갈릭바게트 큼직막하고 마늘향도 풍부하고 겉바속촉 
짱 맛있습니다. 레몬쉬폰은 부드럽고 레몬향이 은은
하니 달콤한맛입니다"
82,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,찐린,2.9.금,"갈릭바게트 겉바속촉 맛있어요
모카찰빵 많이 달지 않고 견과류와 찰떡이 식감을 풍부하게 해 주네요"
83,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,악당경선,2.16.금,"상암에서 모임이 있을 땐 꼭 방문하는 카페모임.
밤식빵 꼭 드세요!!!"
84,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,d텔레토비b,2.11.일,맛있고 조용해서 대화나누기 좋아요!
85,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,달릉이,1.27.토,"여기 애플파이도 진짜 맛있고 그 초코 범벅으로 된빵
있는데 최고에요!! 테라스에 앉아서 사람들 구경하기
도 좋습니다!!! 겨울인데 테라스는 따뜻합니당! ..."
86,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,bonvoyage27,23.10.19.목,"시간이 남아 잠시 들린 동네 빵집. 빵 먹으며 앉아서 
쉬었다 갈수 있어서 좋았어요. 친절하시고 빵도 맛있
어요 밤빵에 밤이 많이 들어서 맛있게 먹었어요"
87,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,혹독한폭식가,1.23.화,파이🥧🥧🥧🥧🥧🤤🤤🤤😋😋🙏🏻🙏🏻공간!!!
88,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,아이엠그루트8,23.10.28.토,하늘공원 산책하고 와이프랑 허기를 달래고자왔는데 바질크림소금빵이랑 모카번이 엄청 맛있어서 순삭했 습니다..ㅎㅎ아이스아메리카노는 무난햇고 사...
89,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,변둘레,23.10.16.월,"베이커리 카페에요 빵이 많아요 ㅎㅎ 베이커리 카페
니까욥~! 사장님 친절하시고 좋아요 ㅎㅎ 분위기는 
예전 카페베네? 같은 분위기 입니다."
90,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,안쌤50,2.4.일,"맛은 그럭저럭 괜찮은데 가격이 양에 비해 너무 비싼
것같네요~ 죠고 하나에 8천원ㅡㅡ 가격보고 헉 했습
니다. 최근에 상암동에서 가본곳 중에 제일 비..."
91,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,somkim,1.19.금,"빵이 너무 맛있어요!
애플파이 식감이 너무 좋아요"
92,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,Ys9996,1.19.금,"진짜맛납니다
빵도 겁나맛있고 정성이 느껴지네요
또먹으러올게요"
93,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,나무가까이,1.19.금,빵 진짜 고소하고 건강한 맛이 빵맛집🥰
94,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,1스리,23.10.20.금,우유거품 맛있게 잘 만들어주세요 사장님 친절하세요 단골들도 많구요ㅎㅎ 맛있게 잘 먹고가요!
95,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,검은황소5,3.16.토,좋아요
96,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,yeoppii,23.12.2.토,"[명란바게트 맛난다우]
일욜 아침에 먹을 빵 사가요~ 낼 맛볼게요~"
97,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,1스리,23.9.28.목,바질소금빵 존맛탱... 오랜만에 갔는데 아이를 기억해주시더라구요 저도 사장님은 오랜만에 뵌거같아요! 매번 알바생이 잇어서ㅎㅎ맛있게 잘 먹었습니당
98,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,옥블리33,23.12.13.수,엘리게이터 맛집이에요!!!
99,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,하트퐁퐁퐁,23.9.26.화,음료도 맛나구 빵 맛있어요! 몽블랑 또사다먹었네용
100,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,1스리,23.11.4.토,자주가는 곳! 매장이 넓고 직원분들 친절해요 빵 맛있는데 덮개로 덮어져잇으면 좋을거같아요 벌레가 꼬여서ㅜㅜ
101,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,Poiuha,23.10.15.일,"소금빵은 맛있는데 크림치즈 뺑세이드?는 포크가 안
들어갈 정도로 딱딱해서 진짜 씹는게 불가할 정도에
요 접시에 담겨 나오길래 데워서 나오나 했는..."
102,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,ysj****,3.18.월,굿
103,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,하이6719,3.3.일,굿 맛나요
104,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,홀앙이 맛집,23.11.18.토,모카리아 빵 맛집입니다!:)))
105,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,럭키몽키,23.12.21.목,ㅍ
106,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,lio****,23.11.12.일,친절한 주인분.빵 디저트 맛집 기분좋게 다녀옵니다
107,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,lio****,23.11.7.화,"친절해서 기분좋은 까페로 칭찬합니다.
커피는 물론 빵도 맛있고~~"
108,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,yin****,23.9.23.토,맛있어요 강추합니다
109,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,youja,23.9.5.화,빵 맛집이예요
110,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,찐린,23.7.1.토,"수박주스, 토마토주스, 애플파이 맛있게 먹었어요."
111,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,또치와 나,23.8.2.수,상암동 최애 베이커리 카페. 피자빵 진짜 맛나요~~ 피자인듯 빵인듯^^
112,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,히욘쓰,3.24.일,애플파이 맛있어요🍰
113,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,영쿠우,23.3.1.수,베이비파이가 맛있었어요 중독성있음 빵종류가 진짜 많아서 골라 먹는 재미가 있고 앉아서 이야기 커피마 시면서 이야기 하다 갈 공간이 꽤 괜찮음 테라...
114,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,토뭉토심이의나들이,23.9.18.월,.
115,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,ksy****,23.7.14.금,다이닝원에서 점심 먹고 가서 디저트~~배가 부른데도 맛나네요^^
116,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,연수800,1.23.화,조아여
117,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,고오든램지,23.11.20.월,"소금빵을 샀는데 그냥 그랬어요.
좀 더 맛있게 만들어주세요.ㅠ"
118,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,로링이,23.4.18.화,다양한 빵들과 향긋한 원두커피가 매력적인곳이에요 :)
119,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,hee3jay86,23.7.2.일,"커피와 빵이 맛있고 뷰도 좋아 약속 장소로
좋아요"
120,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,Moon young Lim,23.7.5.수,맛있어서 자주갑니다
121,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,달봉6910,23.4.20.목,빵이 맛있고 고급져요
122,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,노란나비10,23.5.13.토,빵도 음료도 맛있어여.
123,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,상암동 직장인,23.3.23.목,빵집 같은 커피숍이에요 빵이 엄청 많답니다
124,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,한혜원81,23.3.4.토,"커피도 맛있고 직접 매장에서 구운 빵들이
맛있어요"
125,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,미87,23.5.1.월,육쪽갈릭크림치즈 맛있어요!
126,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,혀니s쭈,23.3.11.토,빵 사러 자주 들르는 곳:)
127,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,알맹이씨,23.1.27.금,직원 분 친절하세요! 빵은 향수를 불러일으키는 스타일의 빵이 많아요!
128,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,하도귀찮아서적당히돌아다니는직장인입니다,22.11.5.토,베이커리를 베이스로한 카페입니다. 요청하면 빵을 커딩해서 주십니다. 자리는 많이 없는 편이지만 넓기 때문에 편하게 앉을 수 있습니다. 적당히 디저...
129,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,hh****,23.2.19.일,빵이 맛있어요
130,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,viv****,22.11.9.수,"커피가격 합리적이고 맛 좋고,친절하고,주차 편하고,좌석이 여유있어서 대화하기 좋아요^^ ※ 맛있고 특별한 베이커리가 있어요 ※"
131,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,사당동이야기,23.2.15.수,늦게까지 영업하셔서 편하게 잘 이야기나누고 왔어요
132,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,윤짱3150,23.1.12.목,빵이 넘 맛있어요.
133,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,soo****,23.8.27.일,일욜일 저녁식사후 찾은곳입니다 커피마시면서 대화도 많이하였네요~~ 쨈나게 놀다왓어요^^
134,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,삐삐7259,23.2.14.화,
135,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,미닌데요,22.9.14.수,이것이 진정한 디지털미디어시티뷰입니다 여기 맨날 지나다니는 카페라 저는 디게 뭔가 동네카페일거라 생각했거든요??? 여기 은근 베이커리 다 맛있...
136,2,모카리아,서울 마포구 월드컵북로44길 76-12, 4.3, 555,별난연두와인,23.1.9.월,"쵸코몽블랑은 너무 과자같은 식감이라 별로였네요. 
다른 빵들은 맛있었는데 이건 원하던 맛이 아니었네
요. 치즈타르는 진하고 괜찮네요."
